venue,batting_team,bowling_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,61,0,5.1,59,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.2,59,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.3,59,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.4,59,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.5,58,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,61,1,5.6,58,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,62,1,6.1,55,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,63,1,6.2,52,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,64,1,6.3,47,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,66,1,6.4,45,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,67,1,6.5,46,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,68,1,6.6,47,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,68,1,7.1,47,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,69,1,7.2,47,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,70,1,7.3,44,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,71,1,7.4,44,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,72,1,7.5,45,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,7.6,41,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.1,35,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.2,34,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,73,1,8.3,30,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,74,1,8.4,31,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,75,1,8.5,31,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,77,1,8.6,27,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,78,1,9.1,24,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,79,1,9.2,24,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,80,1,9.3,21,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,80,1,9.4,21,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,86,1,9.5,26,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,87,1,9.6,27,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,88,1,10.1,27,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,92,1,10.2,31,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,92,1,10.3,31,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,98,1,10.4,37,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,98,1,10.5,37,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,102,1,10.6,41,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,102,1,11.1,40,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,108,1,11.2,45,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,110,1,11.3,46,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,111,1,11.4,45,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,111,1,11.5,44,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,112,1,11.6,44,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,112,2,12.1,44,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,116,2,12.2,47,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,116,2,12.3,46,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,118,2,12.4,47,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,119,2,12.4,47,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,123,2,12.5,50,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,124,2,12.6,51,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,125,2,13.1,52,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,125,2,13.2,52,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,126,2,13.3,52,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,127,2,13.4,52,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,128,2,13.5,51,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,130,2,13.6,52,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,134,2,14.1,55,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,135,2,14.2,55,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,141,2,14.3,61,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,145,2,14.4,59,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,147,2,14.4,60,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,148,2,14.5,60,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,154,2,14.6,62,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,154,2,15.1,62,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,155,2,15.2,57,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,157,2,15.3,59,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,157,2,15.4,55,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,158,2,15.5,56,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,158,2,15.6,50,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,159,2,16.1,49,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,161,2,16.2,50,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,162,2,16.3,51,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,168,2,16.4,56,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,170,2,16.5,58,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,172,2,16.6,56,0,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,172,3,17.1,56,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,173,3,17.2,55,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,173,3,17.3,54,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,174,3,17.4,51,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,178,3,17.5,54,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,179,3,17.6,54,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,185,3,18.1,60,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,185,3,18.2,59,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,191,3,18.3,64,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,195,3,18.4,67,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,196,3,18.5,66,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,200,3,18.6,66,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,206,3,19.1,71,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,212,3,19.2,71,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,214,3,19.3,69,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,214,3,19.4,67,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,216,3,19.5,68,1,222
M Chinnaswamy Stadium,Kolkata Knight Riders,Royal Challengers Bangalore,222,3,19.6,68,1,222
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,46,1,5.1,45,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,52,1,5.2,51,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,52,1,5.3,47,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,53,1,5.4,48,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,53,1,5.5,44,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,53,1,5.6,40,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,57,1,6.1,40,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,57,2,6.2,38,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,58,2,6.3,38,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,60,2,6.4,40,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,61,2,6.5,41,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,62,2,6.6,42,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,62,3,7.1,37,3,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,63,3,7.2,38,3,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,63,3,7.3,37,3,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,64,3,7.4,38,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,70,3,7.5,43,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,70,3,7.6,43,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,71,3,8.1,44,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,75,3,8.2,48,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,76,3,8.3,48,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,76,3,8.4,47,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,82,3,8.5,53,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,83,3,8.6,50,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,85,3,9.1,52,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,86,3,9.2,52,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,87,3,9.3,49,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,87,3,9.4,45,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,87,3,9.5,45,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,88,3,9.6,46,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,94,3,10.1,48,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,95,3,10.2,43,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,97,3,10.3,45,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,97,3,10.4,44,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,103,3,10.5,50,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,107,3,10.6,54,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,113,3,11.1,56,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,117,3,11.2,60,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,118,3,11.3,60,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,124,3,11.4,64,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,125,3,11.5,64,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,127,3,11.6,65,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,128,3,12.0,66,0,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,128,4,12.1,65,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,129,4,12.2,66,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,130,4,12.2,66,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,130,4,12.3,60,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,131,4,12.4,61,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,132,4,12.5,61,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,133,4,12.6,58,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,134,4,13.1,58,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,134,4,13.2,58,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,135,4,13.3,53,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,136,4,13.4,53,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,142,4,13.5,57,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,143,4,13.6,57,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,147,4,14.1,60,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,148,4,14.2,61,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,150,4,14.3,63,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,151,4,14.4,63,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,155,4,14.5,61,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,161,4,14.6,66,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,167,4,15.1,70,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,167,4,15.2,70,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,167,5,15.3,64,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,167,5,15.4,60,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,168,5,15.5,55,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,169,5,15.6,52,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,170,5,16.1,52,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,171,5,16.2,47,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,177,5,16.3,52,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,181,5,16.4,54,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,182,5,16.5,54,2,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,183,5,16.6,55,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,183,5,17.1,54,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,187,5,17.2,57,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,188,5,17.3,58,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,190,5,17.4,59,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,196,5,17.5,64,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,200,5,17.6,67,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,204,5,18.1,70,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,205,5,18.2,71,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,206,5,18.3,71,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,207,5,18.4,71,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,213,5,18.5,71,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,215,5,18.6,72,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,221,5,19.1,74,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,227,5,19.2,79,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,231,5,19.3,81,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,232,5,19.4,81,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,238,5,19.5,83,1,240
"Punjab Cricket Association Stadium, Mohali",Chennai Super Kings,Kings XI Punjab,240,5,19.6,79,1,240
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,37,2,5.1,37,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,38,2,5.2,38,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,38,2,5.3,37,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,39,2,5.4,38,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,40,2,5.5,39,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,40,2,5.6,33,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,40,2,6.1,32,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,41,3,6.2,33,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,43,3,6.3,35,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,43,3,6.4,34,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,43,3,6.5,30,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,44,3,6.6,27,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,45,3,7.1,28,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,46,3,7.2,29,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,47,3,7.3,30,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,47,4,7.4,30,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,47,4,7.5,30,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,48,4,7.6,31,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,48,4,8.1,30,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,48,4,8.2,26,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,49,4,8.3,23,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,50,4,8.4,23,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,50,4,8.5,23,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,51,4,8.6,20,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,52,4,9.1,21,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,53,4,9.2,22,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,54,4,9.3,22,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,55,4,9.4,19,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,56,4,9.5,20,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,57,4,9.6,20,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,57,4,10.1,20,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,57,4,10.2,19,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,57,5,10.3,19,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,58,5,10.4,19,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,58,5,10.5,18,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,59,5,10.6,19,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,65,5,11.1,25,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,69,5,11.2,28,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,70,5,11.3,27,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,70,5,11.4,27,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,71,5,11.5,28,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,71,5,11.6,27,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,71,6,12.1,26,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,75,6,12.2,29,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,76,6,12.3,29,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,78,6,12.3,31,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,78,6,12.4,31,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,79,6,12.5,31,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,80,6,12.6,32,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,84,6,13.1,36,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,85,6,13.2,36,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,86,6,13.3,36,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,86,6,13.4,36,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,87,6,13.5,36,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,87,6,13.6,35,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,93,6,14.1,40,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,93,7,14.2,39,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,93,7,14.3,38,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,94,7,14.4,38,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,95,7,14.5,38,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,96,7,14.6,39,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,96,7,15.1,39,3,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,96,7,15.2,39,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,100,7,15.3,42,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,100,7,15.4,42,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,104,7,15.5,45,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,106,7,15.6,41,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,107,7,16.1,38,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,107,7,16.2,37,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,108,7,16.3,38,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,108,7,16.4,37,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,109,7,16.5,38,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,110,7,16.6,39,1,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,110,8,17.1,35,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,110,8,17.2,34,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,110,8,17.3,32,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,110,8,17.4,32,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,111,8,17.5,32,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,111,8,17.6,31,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,111,8,18.1,27,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,112,8,18.2,27,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,116,8,18.3,30,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,120,8,18.4,34,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,120,8,18.5,33,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,121,8,18.6,34,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,125,8,19.1,32,2,129
Feroz Shah Kotla,Rajasthan Royals,Delhi Daredevils,125,8,19.2,32,1,129
