venue,batting_team,bowling_team,runs,wickets,overs,runs_last_5,wickets_last_5,total
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,55,2,8.4,34,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,55,2,8.5,34,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,55,2,8.6,34,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,56,2,9.1,31,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,57,2,9.2,32,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,58,2,9.3,29,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,58,2,9.4,29,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,58,3,9.5,28,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,59,3,9.6,29,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,59,3,10.1,29,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,59,3,10.2,29,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,63,3,10.3,32,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,64,3,10.4,29,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,64,3,10.5,27,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,64,4,10.6,26,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,65,4,11.1,27,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,66,4,11.2,27,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,70,4,11.3,31,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,70,4,11.4,30,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,72,4,11.5,31,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,78,4,11.6,37,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,78,4,12.1,33,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,79,4,12.2,33,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,80,4,12.3,28,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,80,4,12.4,27,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,81,4,12.5,27,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,87,4,12.6,33,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,87,4,13.1,33,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,88,4,13.1,34,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,89,4,13.2,34,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,89,4,13.3,34,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,90,4,13.4,35,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,91,4,13.5,36,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,92,4,13.6,36,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,93,4,14.1,36,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,95,4,14.2,37,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,96,4,14.3,38,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,97,4,14.4,39,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,98,4,14.5,39,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,98,4,14.6,39,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,99,4,15.1,40,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,100,4,15.2,37,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,101,4,15.3,37,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,102,4,15.4,38,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,103,4,15.5,39,0,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,107,4,15.6,42,0,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,109,4,16.1,43,0,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,109,5,16.2,39,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,110,5,16.3,40,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,110,5,16.4,38,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,114,5,16.5,36,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,114,5,16.6,36,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,114,5,17.1,35,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,115,5,17.2,35,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,116,5,17.3,36,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,120,5,17.4,39,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,121,5,17.5,34,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,122,5,17.6,35,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,122,5,18.1,34,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,122,5,18.2,33,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,123,5,18.3,34,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,124,5,18.4,34,1,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,124,6,18.5,33,2,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,124,7,18.6,32,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,125,7,19.0,32,3,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,125,8,19.1,30,4,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,129,8,19.2,33,4,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,129,8,19.3,32,4,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,133,8,19.4,35,4,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,134,8,19.5,36,4,136
"MA Chidambaram Stadium, Chepauk",Kings XI Punjab,Chennai Super Kings,136,8,19.6,37,4,136
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,34,0,5.1,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,35,0,5.1,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,35,0,5.2,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,36,0,5.2,30,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,37,0,5.3,27,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,37,0,5.4,26,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,37,0,5.5,26,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,41,0,5.6,30,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,42,0,6.1,31,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,43,0,6.2,32,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,44,0,6.3,33,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,44,0,6.4,33,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,45,0,6.5,30,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,46,0,6.6,27,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,52,0,7.1,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,53,0,7.2,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,53,0,7.3,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,54,0,7.4,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,55,0,7.5,30,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,56,0,7.6,27,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,56,0,8.1,27,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,57,0,8.2,28,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,57,0,8.3,28,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,58,0,8.4,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,59,0,8.5,30,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,60,0,8.6,31,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,61,0,9.1,32,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,62,0,9.2,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,63,0,9.3,29,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,64,0,9.4,30,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,65,0,9.5,31,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,67,0,9.6,32,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,68,0,10.1,33,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,68,0,10.2,32,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,69,0,10.3,32,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,70,0,10.4,33,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,70,0,10.5,33,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,70,1,10.6,29,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,71,1,11.0,29,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,71,1,11.1,28,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,72,1,11.2,28,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,73,1,11.3,29,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,73,1,11.4,28,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,74,1,11.5,28,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,74,1,11.6,22,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,75,1,12.1,22,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,76,1,12.2,23,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,78,1,12.3,24,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,78,1,12.4,23,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,79,1,12.5,23,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,80,1,12.6,24,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,81,1,13.1,24,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,85,1,13.2,28,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,86,1,13.3,28,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,88,1,13.4,29,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,92,1,13.5,32,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,93,1,13.6,32,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,94,1,14.1,32,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,95,1,14.2,32,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,96,1,14.3,32,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,96,1,14.4,31,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,97,1,14.4,30,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,98,1,14.5,30,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,102,1,14.6,34,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,106,1,15.1,37,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,110,1,15.2,40,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,111,1,15.3,41,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,111,1,15.4,41,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,112,1,15.5,41,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,118,1,15.6,47,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,119,1,16.1,47,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,120,1,16.2,47,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,121,1,16.3,48,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,123,1,16.4,49,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,124,1,16.5,50,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,125,1,16.6,50,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,126,1,17.1,50,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,130,1,17.2,52,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,134,1,17.3,56,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,136,1,17.4,57,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,137,1,17.5,57,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,139,1,17.6,58,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,140,1,18.1,55,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,141,1,18.2,55,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,142,1,18.3,54,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,143,1,18.4,51,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,144,1,18.4,51,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,147,1,18.5,53,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,148,1,18.6,53,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,152,1,19.1,56,0,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,152,2,19.2,56,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,152,2,19.3,55,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,154,2,19.4,56,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,155,2,19.5,53,1,155
Brabourne Stadium,Kolkata Knight Riders,Mumbai Indians,155,3,19.6,49,2,155
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,31,1,5.1,30,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,35,1,5.2,34,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,36,1,5.3,34,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,36,1,5.4,34,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,37,1,5.5,34,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,38,1,5.6,31,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,39,1,6.1,32,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,39,1,6.2,32,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,43,1,6.3,35,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,47,1,6.4,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,48,1,6.5,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,52,1,6.6,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,53,1,7.1,36,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,53,1,7.2,36,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,54,1,7.2,37,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,54,1,7.3,37,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,55,1,7.4,38,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,59,1,7.5,42,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,59,2,7.6,42,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,59,2,8.1,42,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,59,2,8.2,41,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,59,2,8.3,40,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,60,2,8.3,37,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,61,2,8.4,37,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,61,2,8.5,37,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,61,2,8.6,33,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,61,2,9.1,33,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,62,2,9.2,33,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,63,2,9.3,34,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,63,3,9.4,34,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,63,3,9.5,32,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,67,3,9.6,32,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,67,3,10.1,31,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,69,3,10.2,33,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,70,3,10.3,33,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,70,3,10.4,32,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,71,3,10.5,32,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,75,3,10.6,36,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,75,3,11.1,32,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,77,3,11.2,30,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,79,3,11.3,31,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,79,3,11.4,27,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,82,3,11.5,29,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,86,3,11.6,33,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,90,3,12.1,36,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,90,3,12.2,36,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,91,3,12.3,36,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,92,3,12.4,33,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,93,3,12.5,34,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,94,3,12.6,35,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,95,3,13.1,36,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,95,3,13.2,36,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,96,3,13.3,36,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,97,3,13.4,36,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,97,3,13.5,36,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,99,3,13.6,38,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,100,3,14.1,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,101,3,14.2,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,102,3,14.3,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,102,3,14.4,39,0,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,103,3,14.5,40,0,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,104,3,14.6,37,0,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,104,3,15.1,37,0,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,110,3,15.2,41,0,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,110,3,15.3,40,0,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,110,4,15.4,40,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,110,4,15.5,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,110,4,15.6,35,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,116,4,16.1,41,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,117,4,16.2,40,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,118,4,16.3,39,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,119,4,16.4,40,1,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,119,5,16.5,37,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,119,5,16.6,33,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,120,5,17.1,30,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,121,5,17.2,31,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,122,5,17.3,31,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,123,5,17.4,31,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,129,5,17.5,36,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,130,5,17.6,36,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,134,5,18.1,39,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,140,5,18.2,45,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,146,5,18.3,50,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,152,5,18.4,55,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,153,5,18.5,56,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,154,5,18.6,55,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,155,5,19.1,55,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,156,5,19.2,55,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,162,5,19.3,60,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,163,5,19.4,61,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,169,5,19.5,66,2,171
M Chinnaswamy Stadium,Royal Challengers Bangalore,Chennai Super Kings,171,5,19.6,67,2,171
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,50,1,5.1,50,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,51,1,5.2,47,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,51,1,5.3,47,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,52,1,5.4,44,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,53,1,5.4,44,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,53,1,5.5,44,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,53,1,5.6,44,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,55,1,6.1,42,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,55,1,6.2,42,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,55,1,6.3,38,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,59,1,6.4,42,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,59,1,6.5,38,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,60,1,6.6,38,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,60,1,7.1,34,1,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,60,2,7.2,33,2,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,61,2,7.3,32,2,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,62,2,7.4,32,2,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,62,2,7.5,32,2,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,63,2,7.6,29,2,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,64,2,8.0,29,2,183
"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,Kings XI Punjab,65,2,8.1,30,1,183
